Episode,Reward
203,3519.8180239999997
204,3519.8180239999997
205,3519.8180239999997
206,3519.8180239999997
207,3519.8180239999997
208,3519.8180239999997
209,3519.8180239999997
210,3519.8180239999997
211,3519.8180239999997
212,3519.8180239999997
213,3519.8180239999997
214,3519.8180239999997
215,3519.8180239999997
216,3519.8180239999997
217,3519.8180239999997
218,3519.8180239999997
219,3519.8180239999997
220,3519.8180239999997
221,3519.8180239999997
222,3519.8180239999997
223,3519.8180239999997
224,3519.8180239999997
225,3519.8180239999997
226,3519.8180239999997
227,3519.8180239999997
228,3519.8180239999997
229,3519.8180239999997
230,3519.8180239999997
231,3519.8180239999997
232,3519.8180239999997
233,3519.8180239999997
234,3519.8180239999997
235,3519.8180239999997
236,3519.8180239999997
237,3519.8180239999997
238,3519.8180239999997
239,3519.8180239999997
240,3519.8180239999997
241,3519.8180239999997
242,3519.8180239999997
243,3519.8180239999997
244,3519.8180239999997
245,3519.8180239999997
246,3519.8180239999997
247,3519.8180239999997
248,3519.8180239999997
249,3519.8180239999997
250,3519.8180239999997
251,3519.8180239999997
252,3519.8180239999997
253,3519.8180239999997
254,3519.8180239999997
255,3519.8180239999997
256,3519.8180239999997
257,3519.8180239999997
258,3519.8180239999997
259,3519.8180239999997
260,3519.8180239999997
261,3519.8180239999997
262,3519.8180239999997
263,3519.8180239999997
264,3519.8180239999997
265,3519.8180239999997
266,3519.8180239999997
267,3519.8180239999997
268,3519.8180239999997
269,3519.8180239999997
270,3519.8180239999997
271,3519.8180239999997
272,3519.8180239999997
273,3519.8180239999997
274,3519.8180239999997
275,3519.8180239999997
276,3519.8180239999997
277,3519.8180239999997
278,3519.8180239999997
279,3519.8180239999997
280,3519.8180239999997
281,3519.8180239999997
282,3519.8180239999997
283,3519.8180239999997
284,3519.8180239999997
285,3519.8180239999997
286,3519.8180239999997
287,3519.8180239999997
288,3519.8180239999997
289,3519.8180239999997
290,3519.8180239999997
291,3519.8180239999997
292,3519.8180239999997
293,3519.8180239999997
294,3519.8180239999997
295,3519.8180239999997
296,3519.8180239999997
297,3519.8180239999997
298,3519.8180239999997
299,3519.8180239999997
300,3519.8180239999997
301,3519.8180239999997
302,3519.8180239999997
303,3519.8180239999997
304,3519.8180239999997
305,3519.8180239999997
306,3519.8180239999997
307,3519.8180239999997
308,3519.8180239999997
309,3519.8180239999997
310,3519.8180239999997
311,3519.8180239999997
312,3519.8180239999997
313,3519.8180239999997
314,3519.8180239999997
315,3519.8180239999997
316,3519.8180239999997
317,3519.8180239999997
318,3519.8180239999997
319,3519.8180239999997
320,3519.8180239999997
321,3519.8180239999997
322,3519.8180239999997
323,3519.8180239999997
324,3519.8180239999997
325,3519.8180239999997
326,3519.8180239999997
327,3519.8180239999997
328,3519.8180239999997
329,3519.8180239999997
330,3519.8180239999997
331,3519.8180239999997
332,3519.8180239999997
333,3519.8180239999997
334,3519.8180239999997
335,3519.8180239999997
336,3519.8180239999997
337,3519.8180239999997
338,3519.8180239999997
339,3519.8180239999997
340,3519.8180239999997
341,3519.8180239999997
342,3519.8180239999997
343,3519.8180239999997
344,3519.8180239999997
345,3519.8180239999997
346,3519.8180239999997
347,3519.8180239999997
348,3519.8180239999997
349,3519.8180239999997
350,3519.8180239999997
351,3519.8180239999997
352,3519.8180239999997
353,3519.8180239999997
354,3519.8180239999997
355,3519.8180239999997
356,3519.8180239999997
357,3519.8180239999997
358,3519.8180239999997
359,3519.8180239999997
360,3519.8180239999997
361,3519.8180239999997
362,3519.8180239999997
363,3519.8180239999997
364,3519.8180239999997
365,3519.8180239999997
366,3519.8180239999997
367,3519.8180239999997
368,3519.8180239999997
369,3519.8180239999997
370,3519.8180239999997
371,3519.8180239999997
372,3519.8180239999997
373,3519.8180239999997
374,3519.8180239999997
375,3519.8180239999997
376,3519.8180239999997
377,3519.8180239999997
378,3519.8180239999997
379,3519.8180239999997
380,3519.8180239999997
381,3519.8180239999997
382,3519.8180239999997
383,3519.8180239999997
384,3519.8180239999997
385,3519.8180239999997
386,3519.8180239999997
387,3519.8180239999997
388,3519.8180239999997
389,3519.8180239999997
390,3519.8180239999997
391,3519.8180239999997
392,3519.8180239999997
393,3519.8180239999997
394,3519.8180239999997
395,3519.8180239999997
396,3519.8180239999997
397,3519.8180239999997
398,3519.8180239999997
399,3519.8180239999997
400,3519.8180239999997
401,3519.8180239999997
402,3519.8180239999997
403,3519.8180239999997
404,3519.8180239999997
405,3519.8180239999997
406,3519.8180239999997
407,3519.8180239999997
408,3519.8180239999997
409,3519.8180239999997
410,3519.8180239999997
411,3519.8180239999997
412,3519.8180239999997
413,3519.8180239999997
414,3519.8180239999997
415,3519.8180239999997
416,3519.8180239999997
417,3519.8180239999997
418,3519.8180239999997
419,3519.8180239999997
420,3519.8180239999997
421,3519.8180239999997
422,3519.8180239999997
423,3519.8180239999997
424,3519.8180239999997
425,3519.8180239999997
426,3519.8180239999997
427,3519.8180239999997
428,3519.8180239999997
429,3519.8180239999997
430,3519.8180239999997
431,3519.8180239999997
432,3519.8180239999997
433,3519.8180239999997
434,3519.8180239999997
435,3519.8180239999997
436,3519.8180239999997
437,3519.8180239999997
438,3519.8180239999997
439,3519.8180239999997
440,3519.8180239999997
441,3519.8180239999997
442,3519.8180239999997
443,3519.8180239999997
444,3519.8180239999997
445,3519.8180239999997
446,3519.8180239999997
447,3519.8180239999997
448,3519.8180239999997
449,3519.8180239999997
450,3519.8180239999997
451,3519.8180239999997
452,3519.8180239999997
453,3519.8180239999997
454,3519.8180239999997
455,3519.8180239999997
456,3519.8180239999997
457,3519.8180239999997
458,3519.8180239999997
459,3519.8180239999997
460,3519.8180239999997
461,3519.8180239999997
462,3519.8180239999997
463,3519.8180239999997
464,3519.8180239999997
465,3519.8180239999997
466,3519.8180239999997
467,3519.8180239999997
468,3519.8180239999997
469,3519.8180239999997
470,3519.8180239999997
471,3519.8180239999997
472,3519.8180239999997
473,3519.8180239999997
474,3519.8180239999997
475,3519.8180239999997
476,3519.8180239999997
477,3519.8180239999997
478,3519.8180239999997
479,3519.8180239999997
480,3519.8180239999997
481,3519.8180239999997
482,3519.8180239999997
483,3519.8180239999997
484,3519.8180239999997
485,3519.8180239999997
486,3519.8180239999997
487,3519.8180239999997
488,3519.8180239999997
489,3519.8180239999997
490,3519.8180239999997
491,3519.8180239999997
492,3519.8180239999997
493,3519.8180239999997
494,3519.8180239999997
495,1654.2242430000001
496,1393.3341490000003
